trp_player|Игрок
trp_french_voltigeur_officer_pl|Офицер
trp_french_voltigeur_horn|15eme Regiment d'Infanterie Legere
trp_french_voltigeur_horn_pl|Горнист
trp_french_hussar|2-й гусарский полк
trp_french_hussar_pl|Гусары
trp_french_hussar_nco|2e Regiment de Hussards
trp_french_hussar_nco_pl|Сержант
trp_french_hussar_officer|2e Regiment de Hussards
trp_french_hussar_officer_pl|Офицер
trp_french_hussar_trumpet|2e Regiment de Hussards
trp_french_hussar_trumpet_pl|Трубач
trp_french_lancer|1-й полк шевольжер-улан Императорской Гвардии (Польские уланы)
trp_french_lancer_pl|Уланы
trp_french_lancer_nco|Regiment de Chevau-Legers Lanciers de la Garde
trp_french_lancer_nco_pl|Сержант
trp_french_lancer_officer|Regiment de Chevau-Legers Lanciers de la Garde
trp_french_lancer_officer_pl|Офицер
trp_french_lancer_trumpet|Regiment de Chevau-Legers Lanciers de la Garde
trp_french_lancer_trumpet_pl|Трубач
trp_french_dragoon|Драгунский полк Императорской Гвардии (Драгуны Императрицы)
trp_french_dragoon_pl|Драгуны
trp_french_dragoon_nco|Regiment de Dragons de l'Imperatrice
trp_french_dragoon_nco_pl|Сержант
trp_french_dragoon_officer|Regiment de Dragons de l'Imperatrice
trp_french_dragoon_officer_pl|Офицер
trp_french_dragoon_trumpet|Regiment de Dragons de l'Imperatrice
trp_french_dragoon_trumpet_pl|Трубач
trp_french_cuirassier|9-й кирасирский полк
trp_french_cuirassier_pl|Кирасиры
trp_french_cuirassier_nco|Cuirassiers
trp_french_cuirassier_nco_pl|Сержант
trp_french_cuirassier_officer|Cuirassiers
trp_french_cuirassier_officer_pl|Офицер
trp_french_cuirassier_trumpet|Cuirassiers
trp_french_cuirassier_trumpet_pl|Трубач
trp_french_carabineer|1-й карабинерский полк
trp_french_carabineer_pl|Карабинеры
trp_french_carabineer_nco|Carabineers
trp_french_carabineer_nco_pl|Сержант
trp_french_carabineer_officer|Carabineers
trp_french_carabineer_officer_pl|Офицер
trp_french_carabineer_trumpet|Carabineers
trp_french_carabineer_trumpet_pl|Трубач
trp_french_grenadier_a_cheval|Конно-гренадерский полк Императорской Гвардии
trp_french_grenadier_a_cheval_pl|Тяжелая кавалерия
trp_french_grenadier_a_cheval_nco|Regiment de Grenadiers a Cheval de la Garde
trp_french_grenadier_a_cheval_nco_pl|Сержант
trp_french_grenadier_a_cheval_officer|Regiment de Grenadiers a Cheval de la Garde
trp_french_grenadier_a_cheval_officer_pl|Офицер
trp_french_grenadier_a_cheval_trumpet|Regiment de Grenadiers a Cheval de la Garde
trp_french_grenadier_a_cheval_trumpet_pl|Трубач
trp_french_arty|Полк пешей артиллерии Старой Гвардии
trp_french_arty_pl|Артиллерия
trp_french_arty_guard|Вооруженный артиллерист
trp_french_arty_guard_pl|Вооруженные артиллеристы
trp_french_arty_nco|L'Artillerie
trp_french_arty_nco_pl|Ездовой артиллерийского поезда
trp_french_arty_officer|L'Artillerie
trp_french_arty_officer_pl|Офицер
trp_french_medic|Хирург второго класса
trp_french_medic_pl|Хирурги
trp_french_sapper|Сапeр
trp_french_sapper_pl|Инженер
trp_french_ship|Корабельный экипаж
trp_french_ship_pl|Пехота
trp_french_ship_cannon|Корабельный экипаж
trp_french_ship_cannon_pl|Морская артиллерия
trp_french_ship_marine|Корабельный экипаж
trp_french_ship_marine_pl|Морской пехотинец, 24-й батальон экипажей
trp_french_ship_captain|Корабельный экипаж
trp_french_ship_captain_pl|Капитан судна, "Отважный
trp_napoleon|Император Наполеон І Бонапарт
trp_napoleon_pl|Генерал
trp_prussian_infantry|8-й Бранденбургский пехотный полк
trp_prussian_infantry_pl|Линейная пехота
trp_prussian_infantry_nco|8. Infanterie Regiment
trp_prussian_infantry_nco_pl|Сержант
trp_prussian_infantry_officer|8. Infanterie Regiment
trp_prussian_infantry_officer_pl|Офицер
trp_prussian_infantry_drum|8. Infanterie Regiment
trp_prussian_infantry_drum_pl|Барабанщик
trp_prussian_infantry_flute|8. Infanterie Regiment
trp_prussian_infantry_flute_pl|Флейтист
trp_prussian_infantry2|23-й Рейнский пехотный полк
trp_prussian_infantry2_pl|Линейная пехота
trp_prussian_infantry2_nco|23. Rheinische Infanterie-Regiment
trp_prussian_infantry2_nco_pl|Сержант
trp_prussian_infantry2_officer|23. Rheinische Infanterie-Regiment
trp_prussian_infantry2_officer_pl|Офицер
trp_prussian_infantry2_drum|23. Rheinische Infanterie-Regiment
trp_prussian_infantry2_drum_pl|Барабанщик
trp_prussian_infantry2_flute|23. Rheinische Infanterie-Regiment
trp_prussian_infantry2_flute_pl|Флейтист
trp_prussian_infantry_kurmark|3-й полк Курмакского ландвера
trp_prussian_infantry_kurmark_pl|Линейная пехота
trp_prussian_infantry_kurmark_nco|3. Kurmark Landwehr
trp_prussian_infantry_kurmark_nco_pl|Сержант
trp_prussian_infantry_kurmark_officer|3. Kurmark Landwehr
trp_prussian_infantry_kurmark_officer_pl|Офицер
trp_prussian_infantry_kurmark_drum|3. Kurmark Landwehr
trp_prussian_infantry_kurmark_drum_pl|Барабанщик
trp_prussian_infantry_kurmark_flute|3. Kurmark Landwehr
trp_prussian_infantry_kurmark_flute_pl|Флейтист
trp_prussian_infantry_freikorps|Вольный корпус фон Лютцова
trp_prussian_infantry_freikorps_pl|Линейная пехота
trp_prussian_infantry_freikorps_nco|Lutzowsches Freikorps
trp_prussian_infantry_freikorps_nco_pl|Сержант
trp_prussian_infantry_freikorps_officer|Lutzowsches Freikorps
trp_prussian_infantry_freikorps_officer_pl|Офицер
trp_prussian_infantry_freikorps_drum|Lutzowsches Freikorps
trp_prussian_infantry_freikorps_drum_pl|Барабанщик
trp_prussian_infantry_freikorps_flute|Lutzowsches Freikorps
trp_prussian_infantry_freikorps_flute_pl|Флейтист
trp_prussian_infantry_15|1-й полк Пешей Гвардии
trp_prussian_infantry_15_pl|Пешая гвардия
trp_prussian_infantry_15_nco|1. Garde-Regiment zu Fuss
trp_prussian_infantry_15_nco_pl|Сержант
trp_prussian_infantry_15_officer|1. Garde-Regiment zu Fuss
trp_prussian_infantry_15_officer_pl|Офицер
trp_prussian_infantry_15_drum|1. Garde-Regiment zu Fuss
trp_prussian_infantry_15_drum_pl|Барабанщик
trp_prussian_infantry_15_flute|1. Garde-Regiment zu Fuss
trp_prussian_infantry_15_flute_pl|Флейтист
trp_prussian_infantry_rifle|Силезский стрелковый батальон
trp_prussian_infantry_rifle_pl|Стрелки
trp_prussian_infantry_rifle_nco|Schlesische Jaeger
trp_prussian_infantry_rifle_nco_pl|Унтер-офицер
trp_prussian_infantry_rifle_officer|Schlesische Jaeger
trp_prussian_infantry_rifle_officer_pl|Офицер
trp_prussian_infantry_rifle_horn|Schlesische Jaeger
trp_prussian_infantry_rifle_horn_pl|Горнист
trp_prussian_dragoon|6-й Ноймаркский драгунский полк
trp_prussian_dragoon_pl|Драгуны
trp_prussian_dragoon_nco|6. Dragoner Regiment
trp_prussian_dragoon_nco_pl|Штандартоносец
trp_prussian_dragoon_officer|6. Dragoner Regiment
trp_prussian_dragoon_officer_pl|Офицер
trp_prussian_dragoon_trumpet|6. Dragoner Regiment
trp_prussian_dragoon_trumpet_pl|Трубач
trp_prussian_hussar|1-й лейб-гусарский полк (Мертвая Голова)
trp_prussian_hussar_pl|Гусары
trp_prussian_hussar_nco|Death's Head Hussar Regiment
trp_prussian_hussar_nco_pl|Штандартоносец
trp_prussian_hussar_officer|Death's Head Hussar Regiment
trp_prussian_hussar_officer_pl|Офицер
trp_prussian_hussar_trumpet|Death's Head Hussar Regiment
trp_prussian_hussar_trumpet_pl|Трубач
trp_prussian_landwehr_cav|Вестфальский полк кавалерии ландвера
trp_prussian_landwehr_cav_pl|Уланы
trp_prussian_landwehr_cav_nco|Westfalische Landwehrkavallerie
trp_prussian_landwehr_cav_nco_pl|Штандартоносец
trp_prussian_landwehr_cav_officer|Westfalische Landwehrkavallerie
trp_prussian_landwehr_cav_officer_pl|Офицер
trp_prussian_landwehr_cav_trumpet|Westfalische Landwehrkavallerie
trp_prussian_landwehr_cav_trumpet_pl|Трубач
trp_prussian_cuirassier|3-й Бранденбургский кирасирский полк
trp_prussian_cuirassier_pl|Тяжелая кавалерия
trp_prussian_cuirassier_nco|3. Brandenburgische Kurassier Regiment
trp_prussian_cuirassier_nco_pl|Штандартоносец
trp_prussian_cuirassier_officer|3. Brandenburgische Kurassier Regiment
trp_prussian_cuirassier_officer_pl|Офицер
trp_prussian_cuirassier_trumpet|3. Brandenburgische Kurassier Regiment
trp_prussian_cuirassier_trumpet_pl|Трубач
trp_prussian_arty|36-й полк пешей артиллерии
trp_prussian_arty_pl|Артиллерия
trp_prussian_arty_guard|Артиллерийская охрана
trp_prussian_arty_guard_pl|Вооруженный артиллерист
trp_prussian_arty_nco|36. Regiment der Fussartillerie
trp_prussian_arty_nco_pl|Ездовой артиллерийского поезда
trp_prussian_arty_officer|36. Regiment der Fussartillerie
trp_prussian_arty_officer_pl|Офицер
trp_prussian_medic|Хирург
trp_prussian_medic_pl|Хирурги
trp_prussian_sapper|4-й Мансфельдский пионерный корпус
trp_prussian_sapper_pl|Инженер
trp_prussian_blucher|Генерал-фельдмаршал Гебхард Леберехт фон Блюхер
trp_prussian_blucher_pl|Генерал
trp_russian_partizan|Партизаны
trp_russian_partizan_pl|иррегулярные формирования
trp_russian_opol|Санкт-Петербургское ополчение
trp_russian_opol_pl|Ополчение
trp_russian_opol_nco|St Petersburg Opolcheniye
trp_russian_opol_nco_pl|Сержант
trp_russian_opol_officer|St Petersburg Opolcheniye
trp_russian_opol_officer_pl|Офицер
trp_russian_infantry|Симбирский пехотный полк
trp_russian_infantry_pl|Линейная пехота
trp_russian_infantry_nco|Simbirsk Infantry Regiment
trp_russian_infantry_nco_pl|Сержант
trp_russian_infantry_officer|Simbirsk Infantry Regiment
trp_russian_infantry_officer_pl|Офицер
trp_russian_infantry_drum|Simbirsk Infantry Regiment
trp_russian_infantry_drum_pl|Барабанщик
trp_russian_infantry_flute|Simbirsk Infantry Regiment
trp_russian_infantry_flute_pl|Флейтист
trp_russian_grenadier|Павловский гренадерский полк
trp_russian_grenadier_pl|Линейная пехота
trp_russian_grenadier_nco|Pavlovskiy Grenadier Regiment
trp_russian_grenadier_nco_pl|Сержант
trp_russian_grenadier_officer|Pavlovskiy Grenadier Regiment
trp_russian_grenadier_officer_pl|Офицер
trp_russian_grenadier_drum|Pavlovskiy Grenadier Regiment
trp_russian_grenadier_drum_pl|Барабанщик
trp_russian_grenadier_flute|Pavlovskiy Grenadier Regiment
trp_russian_grenadier_flute_pl|Флейтист
trp_russian_foot_guard|Лейб-Гвардии Преображенский полк
trp_russian_foot_guard_pl|Пешая гвардия
trp_russian_foot_guard_nco|Preobrazhenskiy Guard Regiment
trp_russian_foot_guard_nco_pl|Сержант
trp_russian_foot_guard_officer|Preobrazhenskiy Guard Regiment
trp_russian_foot_guard_officer_pl|Офицер
trp_russian_foot_guard_drum|Preobrazhenskiy Guard Regiment
trp_russian_foot_guard_drum_pl|Барабанщик
trp_russian_foot_guard_flute|Preobrazhenskiy Guard Regiment
trp_russian_foot_guard_flute_pl|Флейтист
trp_russian_infantry_rifle|21-й егерский полк
trp_russian_infantry_rifle_pl|Стрелки
trp_russian_infantry_rifle_nco|21st Jaeger Regiment
trp_russian_infantry_rifle_nco_pl|Унтер-офицер
trp_russian_infantry_rifle_officer|21st Jaeger Regiment
trp_russian_infantry_rifle_officer_pl|Офицер
trp_russian_infantry_rifle_horn|21st Jaeger Regiment
trp_russian_infantry_rifle_horn_pl|Горнист
trp_russian_hussar|Сумской гусарский полк
trp_russian_hussar_pl|Гусары
trp_russian_hussar_nco|Sumskiy Hussar Regiment
trp_russian_hussar_nco_pl|Унтер-офицер
trp_russian_hussar_officer|Sumskiy Hussar Regiment
trp_russian_hussar_officer_pl|Офицер
trp_russian_hussar_trumpet|Sumskiy Hussar Regiment
trp_russian_hussar_trumpet_pl|Трубач
trp_russian_uhlan|Литовский Уланский Полк
trp_russian_uhlan_pl|Улан
trp_russian_uhlan_nco|Литовские Уланы
trp_russian_uhlan_nco_pl|Штандартоносец
trp_russian_uhlan_officer|Литовские Уланы
trp_russian_uhlan_officer_pl|Офицер
trp_russian_uhlan_trumpet|Литовские Уланы
trp_russian_uhlan_trumpet_pl|Трубач
trp_russian_cossack|Донской Харитонова 7-го казачий полк
trp_russian_cossack_pl|Уланы
trp_russian_cossack_nco|Don Cossacks
trp_russian_cossack_nco_pl|Урядник
trp_russian_cossack_officer|Don Cossacks
trp_russian_cossack_officer_pl|Атаман
trp_russian_dragoon|Киевский драгунский полк
trp_russian_dragoon_pl|Драгуны
trp_russian_dragoon_nco|Kiev Dragoon Regiment
trp_russian_dragoon_nco_pl|Штандартоносец
trp_russian_dragoon_officer|Kiev Dragoon Regiment
trp_russian_dragoon_officer_pl|Офицер
trp_russian_dragoon_trumpet|Kiev Dragoon Regiment
trp_russian_dragoon_trumpet_pl|Трубач
trp_russian_horse_guard|Кавалергардский полк
trp_russian_horse_guard_pl|Кирасиры
trp_russian_horse_guard_nco|Chevaliers-Gardes
trp_russian_horse_guard_nco_pl|Штандартоносец
trp_russian_horse_guard_officer|Chevaliers-Gardes
trp_russian_horse_guard_officer_pl|Офицер
trp_russian_horse_guard_trumpet|Chevaliers-Gardes
trp_russian_horse_guard_trumpet_pl|Трубач
trp_russian_arty|8-я батарейная рота
trp_russian_arty_pl|Артиллерия
trp_russian_arty_guard|Орудийная охрана
trp_russian_arty_guard_pl|Вооруженный артиллерист
trp_russian_arty_nco|Artillery
trp_russian_arty_nco_pl|Ездовой артиллерийского поезда
trp_russian_arty_officer|Artillery
trp_russian_arty_officer_pl|Офицер
trp_russian_medic|Хирург
trp_russian_medic_pl|Хирург
trp_russian_sapper|Пионер 2-го Пионерского полка
trp_russian_sapper_pl|Инженер
trp_kutuzov|Генерал-фельдмаршал Михаил Илларионович Голенищев-Кутузов
trp_kutuzov_pl|Генерал
trp_austrian_infantry|14-й пехотный полк эрцгерцога Рудольфа
trp_austrian_infantry_pl|Линейная пехота
trp_austrian_infantry_nco|Infantrie Regiment Erzherzog Rudolf Nr. 14
trp_austrian_infantry_nco_pl|Сержант
trp_austrian_infantry_officer|Infantrie Regiment Erzherzog Rudolf Nr. 14
trp_austrian_infantry_officer_pl|Офицер
trp_austrian_infantry_drum|Infantrie Regiment Erzherzog Rudolf Nr. 14
trp_austrian_infantry_drum_pl|Барабанщик
trp_austrian_infantry_flute|Infantrie Regiment Erzherzog Rudolf Nr. 14
trp_austrian_infantry_flute_pl|Флейтист
trp_austrian_infantry2|62-й пехотный полк барона фон Вакана
trp_austrian_infantry2_pl|Линейная пехота
trp_austrian_infantry2_nco|Infantrie Regiment Freiherr von Wacquant Nr. 62
trp_austrian_infantry2_nco_pl|Сержант
trp_austrian_infantry2_officer|Infantrie Regiment Freiherr von Wacquant Nr. 62
trp_austrian_infantry2_officer_pl|Офицер
trp_austrian_infantry2_drum|Infantrie Regiment Freiherr von Wacquant Nr. 62
trp_austrian_infantry2_drum_pl|Барабанщик
trp_austrian_infantry2_flute|Infantrie Regiment Freiherr von Wacquant Nr. 62
trp_austrian_infantry2_flute_pl|Флейтист
trp_austrian_grenzer|3-й Огулинский граничарский полк
trp_austrian_grenzer_pl|Линейная/легкая пехотаа
trp_austrian_grenzer_nco|Grenz Regiment Oguliner Nr. 3
trp_austrian_grenzer_nco_pl|Сержант
trp_austrian_grenzer_officer|Grenz Regiment Oguliner Nr. 3
trp_austrian_grenzer_officer_pl|Офицер
trp_austrian_grenzer_drum|Grenz Regiment Oguliner Nr. 3
trp_austrian_grenzer_drum_pl|Барабанщик
trp_austrian_grenzer_flute|Grenz Regiment Oguliner Nr. 3
trp_austrian_grenzer_flute_pl|Флейтист
trp_austrian_grenadier|Гренадерский батальон Парселла
trp_austrian_grenadier_pl|Пешая гвардия
trp_austrian_grenadier_nco|Grenadier Battalion Purcell
trp_austrian_grenadier_nco_pl|Сержант
trp_austrian_grenadier_officer|Grenadier Battalion Purcell
trp_austrian_grenadier_officer_pl|Офицер
trp_austrian_grenadier_drum|Grenadier Battalion Purcell
trp_austrian_grenadier_drum_pl|Барабанщик
trp_austrian_grenadier_flute|Grenadier Battalion Purcell
trp_austrian_grenadier_flute_pl|Флейтист
trp_austrian_infantry_rifle|2-й егерский батальон
trp_austrian_infantry_rifle_pl|Стрелки
trp_austrian_infantry_rifle_nco|Jaeger Battalion 2
trp_austrian_infantry_rifle_nco_pl|Унтер-офицер
trp_austrian_infantry_rifle_officer|Jaeger Battalion 2
trp_austrian_infantry_rifle_officer_pl|Офицер
trp_austrian_infantry_rifle_horn|Jaeger Battalion 2
trp_austrian_infantry_rifle_horn_pl|Горнист
trp_austrian_hussar|4-й гусарский полк графа фон Гессен-Хомбурга
trp_austrian_hussar_pl|Гусары
trp_austrian_hussar_nco|Husar Regiment Graf von Hessen-Homburg Nr. 4
trp_austrian_hussar_nco_pl|Штандартоносец
trp_austrian_hussar_officer|Husar Regiment Graf von Hessen-Homburg Nr. 4
trp_austrian_hussar_officer_pl|Офицер
trp_austrian_hussar_trumpet|Husar Regiment Graf von Hessen-Homburg Nr. 4
trp_austrian_hussar_trumpet_pl|Трубач
trp_austrian_uhlan|2-й уланский полк Шварценберга
trp_austrian_uhlan_pl|Уланы
trp_austrian_uhlan_nco|Ulan Regiment Schwarzenberg Nr. 2
trp_austrian_uhlan_nco_pl|Штандартоносец
trp_austrian_uhlan_officer|Ulan Regiment Schwarzenberg Nr. 2
trp_austrian_uhlan_officer_pl|Офицер
trp_austrian_uhlan_trumpet|Ulan Regiment Schwarzenberg Nr. 2
trp_austrian_uhlan_trumpet_pl|Трубач
trp_austrian_light_horse|2-й шевольжерский полк князя фон Гогенцоллерна
trp_austrian_light_horse_pl|Легкая кавалерия
trp_austrian_light_horse_nco|Chevauleger Regiment Furst von Hohenzollern Nr. 2
trp_austrian_light_horse_nco_pl|Штандартоносец
trp_austrian_light_horse_officer|Chevauleger Regiment Furst von Hohenzollern Nr. 2
trp_austrian_light_horse_officer_pl|Офицер
trp_austrian_light_horse_trumpet|Chevauleger Regiment Furst von Hohenzollern Nr. 2
trp_austrian_light_horse_trumpet_pl|Трубач
trp_austrian_dragoon|5-й драгунский полк эрцгерцога Фердинанда
trp_austrian_dragoon_pl|Драгуны
trp_austrian_dragoon_nco|Dragoner Regiment Erzherzog Ferdinand Nr. 5
trp_austrian_dragoon_nco_pl|Сержант
trp_austrian_dragoon_officer|Dragoner Regiment Erzherzog Ferdinand Nr. 5
trp_austrian_dragoon_officer_pl|Офицер
trp_austrian_dragoon_trumpet|Dragoner Regiment Erzherzog Ferdinand Nr. 5
trp_austrian_dragoon_trumpet_pl|Трубач
trp_austrian_cuirassier|1-й кирасирский полк императора Франца
trp_austrian_cuirassier_pl|Кирасиры
trp_austrian_cuirassier_nco|Kurassier Regiment Kaiser Franz Nr. 1
trp_austrian_cuirassier_nco_pl|Штандартоносец
trp_austrian_cuirassier_officer|Kurassier Regiment Kaiser Franz Nr. 1
trp_austrian_cuirassier_officer_pl|Офицер
trp_austrian_cuirassier_trumpet|Kurassier Regiment Kaiser Franz Nr. 1
trp_austrian_cuirassier_trumpet_pl|Трубач
trp_austrian_arty|7-й артиллерийский полк принца Лотарингского
trp_austrian_arty_pl|Артиллерия
trp_austrian_arty_guard|Орудийная охрана
trp_austrian_arty_guard_pl|Вооруженный артиллерист
trp_austrian_arty_nco|Artillerie Regiment Prinz zu Lothringen Nr. 7
trp_austrian_arty_nco_pl|Ездовой артиллерийского поезда
trp_austrian_arty_officer|Artillerie Regiment Prinz zu Lothringen Nr. 7
trp_austrian_arty_officer_pl|Офицер
trp_austrian_medic|Хирург
trp_austrian_medic_pl|Хирурги
trp_austrian_sapper|1-й пионерский батальон
trp_austrian_sapper_pl|Инженер
trp_schwarzenberg|Генералиссимус Карл Филипп цу Шварценберг
trp_schwarzenberg_pl|Генерал
trp_rhine_infantry_bavaria|2-й пехотный полк Кронпринц, Бавария
trp_rhine_infantry_bavaria_pl|Рядовой линейной пехоты
trp_rhine_infantry_bavaria_nco|Баварский знаменосец
trp_rhine_infantry_bavaria_nco_pl|Сержант
trp_rhine_infantry_bavaria_officer|Офицер баварской пехоты
trp_rhine_infantry_bavaria_officer_pl|Офицер
trp_rhine_infantry_bavaria_drum|Барабанщик баварской пехоты
trp_rhine_infantry_bavaria_drum_pl|Барабанщик
trp_rhine_infantry_bavaria_flute|Флейтист баварской пехоты
trp_rhine_infantry_bavaria_flute_pl|Флейтист
trp_rhine_infantry_wurttemberg|2-й пехотный полк Герцог Вильгельм, Вюрттемберг
trp_rhine_infantry_wurttemberg_pl|Рядовой линейной пехоты
trp_rhine_infantry_wurttemberg_nco|Вюрттембергский знаменосец
trp_rhine_infantry_wurttemberg_nco_pl|Сержант
trp_rhine_infantry_wurttemberg_officer|Вюрттембергский офицер
trp_rhine_infantry_wurttemberg_officer_pl|Офицер
trp_rhine_infantry_wurttemberg_drum|Вюрттембергский барабанщик
trp_rhine_infantry_wurttemberg_drum_pl|Барабанщик
trp_rhine_infantry_wurttemberg_flute|Вюрттембергский флейтист
trp_rhine_infantry_wurttemberg_flute_pl|Флейтист
trp_rhine_infantry_saxony|Пехотный полк Принц Фридрих Август, Саксония
trp_rhine_infantry_saxony_pl|Рядовой линейной пехоты
trp_rhine_infantry_saxony_nco|Саксонский знаменосец
trp_rhine_infantry_saxony_nco_pl|Сержант
trp_rhine_infantry_saxony_officer|Саксонский офицер линейной пехоты
trp_rhine_infantry_saxony_officer_pl|Офицер
trp_rhine_infantry_saxony_drum|Саксонский барабанщик
trp_rhine_infantry_saxony_drum_pl|Барабанщик
trp_rhine_infantry_saxony_flute|Саксонский флейтист
trp_rhine_infantry_saxony_flute_pl|Флейтист
trp_rhine_infantry_wurttemberg2| 4-й пехотный полк фон Фракемон, Вюрттемберг
trp_rhine_infantry_wurttemberg2_pl|Гренадер линейной пехоты
trp_rhine_infantry_wurttemberg2_nco|Вюрттембергский знаменосец гренадер
trp_rhine_infantry_wurttemberg2_nco_pl|знаменосец
trp_rhine_infantry_wurttemberg2_officer|Вюрттембергский офицер гренадер
trp_rhine_infantry_wurttemberg2_officer_pl|Офицер
trp_rhine_infantry_wurttemberg2_drum|Вюрттембергский барабанщик гренадер
trp_rhine_infantry_wurttemberg2_drum_pl|Барабанщик
trp_rhine_infantry_wurttemberg2_flute|Вюрттембергский флейтист гренадер
trp_rhine_infantry_wurttemberg2_flute_pl|Флейтист
trp_rhine_grenadier_guard|Гвардейский гренадерский полк, Вестфалия
trp_rhine_grenadier_guard_pl|Гвардеец
trp_rhine_grenadier_guard_nco|Знаменосец вестфальских гвардейцев
trp_rhine_grenadier_guard_nco_pl|Сержант
trp_rhine_grenadier_guard_officer|Офицер вестфальских гвардейцев
trp_rhine_grenadier_guard_officer_pl|Офицер
trp_rhine_grenadier_guard_drum|Барабанщик вестфальских гвардейцев
trp_rhine_grenadier_guard_drum_pl|Барабанщик
trp_rhine_grenadier_guard_flute|Флейтист вестфальских гвардейцев
trp_rhine_grenadier_guard_flute_pl|Флейтист
trp_rhine_light_infantry_hessen|Пехотный полк Гросс унд Ербпринц, Гессен-Дармштадт
trp_rhine_light_infantry_hessen_pl|Рядовой легкой пехоты
trp_rhine_light_infantry_hessen_nco|Знаменосец гессенской легкой пехоты
trp_rhine_light_infantry_hessen_nco_pl|Сержант
trp_rhine_light_infantry_hessen_officer|Офицер гессенской легкой пехоты
trp_rhine_light_infantry_hessen_officer_pl|Офицер
trp_rhine_light_infantry_hessen_horn|Горнист гессенской легкой пехоты
trp_rhine_light_infantry_hessen_horn_pl|Горнист
trp_rhine_light_infantry_bavaria| 7-й батальон легкой пехоты, Бавария
trp_rhine_light_infantry_bavaria_pl|Стрелок
trp_rhine_light_infantry_bavaria_nco|Унтерофицер баварских стрелков
trp_rhine_light_infantry_bavaria_nco_pl|Сержант
trp_rhine_light_infantry_bavaria_officer|Офицер баварских стрелков
trp_rhine_light_infantry_bavaria_officer_pl|Офицер
trp_rhine_light_infantry_bavaria_horn|Горнист баварских стрелков
trp_rhine_light_infantry_bavaria_horn_pl|Горнист
trp_rhine_mounted_jaeger|Конно-егерский полк, Нассау
trp_rhine_mounted_jaeger_pl|Конный егерь
trp_rhine_mounted_jaeger_nco|Штандартоносец конных егерей Нассау
trp_rhine_mounted_jaeger_nco_pl|Штандартоносец
trp_rhine_mounted_jaeger_officer|Офицер конных егерей Нассау
trp_rhine_mounted_jaeger_officer_pl|Офицер
trp_rhine_mounted_jaeger_trumpet|Трубач конных егерей Нассау
trp_rhine_mounted_jaeger_trumpet_pl|Трубач
trp_rhine_uhlan|Уланский полк Принц Клеменс, Саксония
trp_rhine_uhlan_pl|Улан
trp_rhine_uhlan_nco|Штандартоносец саксонских улан
trp_rhine_uhlan_nco_pl|Штандартоносец
trp_rhine_uhlan_officer|Офицер саксонских улан
trp_rhine_uhlan_officer_pl|Офицер
trp_rhine_uhlan_trumpet|Трубач саксонских улан
trp_rhine_uhlan_trumpet_pl|Трубач
trp_rhine_light_dragoon| Легкий драгунский полк, Баден
trp_rhine_light_dragoon_pl|Легкий драгун
trp_rhine_light_dragoon_nco|Штандартоносец баденских легких драгун
trp_rhine_light_dragoon_nco_pl|Штандартоносец
trp_rhine_light_dragoon_officer|Офицер баденских легких драгун
trp_rhine_light_dragoon_officer_pl|Офицер
trp_rhine_light_dragoon_trumpet|Трубач баденских легких драгун
trp_rhine_light_dragoon_trumpet_pl|Трубач
trp_rhine_cuirassier|1-й кирасирский полк, Вестфалия
trp_rhine_cuirassier_pl|Кирасир
trp_rhine_cuirassier_nco|Штандартоносец вестфальских кирасир
trp_rhine_cuirassier_nco_pl|Штандартоносец
trp_rhine_cuirassier_officer|Офицер вестфальских кирасир
trp_rhine_cuirassier_officer_pl|Офицер
trp_rhine_cuirassier_trumpet|Трубач вестфальских кирасир
trp_rhine_cuirassier_trumpet_pl|Трубач
trp_rhine_garde_du_corps|Полк Гард дю Кор, Саксония
trp_rhine_garde_du_corps_pl|Конногвардеец
trp_rhine_garde_du_corps_nco|Штандартоносец саксонской конной гвардии
trp_rhine_garde_du_corps_nco_pl|Штандартоносец
trp_rhine_garde_du_corps_officer|Офицер саксонской конной гвардии
trp_rhine_garde_du_corps_officer_pl|Офицер
trp_rhine_garde_du_corps_trumpet|Трубач саксонской конной гвардии
trp_rhine_garde_du_corps_trumpet_pl|Трубач
trp_rhine_arty|Артиллерийский полк, Бавария
trp_rhine_arty_pl|Артиллерист
trp_rhine_arty_guard|Артиллерийская охрана
trp_rhine_arty_guard_pl|Вооруженный артиллерист
trp_rhine_arty_nco|Ездовой баварской артиллерии
trp_rhine_arty_nco_pl|Артиллерийский поезд
trp_rhine_arty_officer|Офицер баварской артиллерии
trp_rhine_arty_officer_pl|Офицер
trp_rhine_medic|Хирург 2 класса
trp_rhine_medic_pl|Хирург
trp_rhine_sapper|Пионер, Берг
trp_rhine_sapper_pl|Пионер
trp_friedrich_august|Фридрих Август I, король Саксонии
trp_friedrich_august_pl|Главнокомандующий
trp_british_infantry_flag_bearer|33-й пехотный полк
trp_british_infantry2_flag_bearer|5-й линейный батальон Королевского Германского Легиона
trp_british_highlander_flag_bearer|42-й пехотный полк хайлэндеров (Черная Стража)
trp_british_foot_guard_flag_bearer|2-й гвардейский полк (Колдстримские гвардейцы)
trp_british_light_infantry_flag_bearer|51-й пехотный полк
trp_british_rifle_flag_bearer|95-й пехотный полк (Райфлз)
trp_british_hussar_flag_bearer|1st KGL Hussars
trp_british_light_dragoon_flag_bearer|23-й полк легких драгун
trp_british_dragoon_flag_bearer|6-й драгунский полк ( Иннискиллингский)
